reviewId,userName,review,score,clean_text,word_count,char_count
81f4d92b-9cad-40c3-870b-787044e8633e,Md Mustakim Singer,sporting Call is not carrying,1,sporting call carrying,3,22
e98b6285-2494-4312-88a1-9401dd1abf5e,Abirami C,Unwanted Ads while booking. Amount will be deducted for Lower seat but ticket is booked for Middle. If you cancel then upon enquiry it says no refund. waste of Money.. never expected this kind of service Even my ewallet amount was deducted but ticket was not booked. Upon enquiry we have to wait for 3 days for refund. U deduct money instantly but take 3 days to refund..,1,unwanted ad booking amount deducted lower seat ticket booked middle cancel upon enquiry say refund waste money never expected kind service even ewallet amount deducted ticket booked upon enquiry wait day refund u deduct money instantly take day refund,39,251
b1cf47a1-d07a-4f76-b7fc-7ccb14e2396b,Sourav Saddi,"there should be options to wallet Money transfer in bank account. and tatkal options me ticket bhi book nahi hoti, tatkal waiting mein chali jati hai, Railway should have work on this",3,option wallet money transfer bank account tatkal option ticket bhi book nahi hoti tatkal waiting mein chali jati hai railway work,21,129
02f01d80-a821-424d-a860-d5a8e8f4cbee,Abhijeet Pande,"very poor service whenever i try to book my ticket the app close suddenly and at time of tatkal booking same thing happened after transaction completed and no ticket book shown, i lost so many money without getting any refund, this app is fraud corrupted like its government, took all my money while booking tickets worst ofworst app ever",1,poor service whenever try book ticket app close suddenly time tatkal booking thing happened transaction completed ticket book shown lost many money without getting refund app fraud corrupted like government took money booking ticket worst ofworst app ever,38,255
0791b134-853c-4ac1-9f16-358943ee73c4,chandan chatterjee,most 3 rd class app,1,rd class app,3,12
3d4870f5-0457-4b64-8908-7c57e37fe788,Aditya Singh,"""If tatkal tickets cannot be booked with this app, then what is the use of this app?""",1,tatkal ticket cannot booked app use app,7,39
a0765168-576d-4ca6-baf4-8597bd9bc0ce,sameer syed,"Laggy interface, this app really sucks man even after amount is being debited the ticket status shows not booked really frustrating. please try to improve, if have an option I might given you 0 starts",1,laggy interface app really suck man even amount debited ticket status show booked really frustrating please try improve option might given start,22,144
d617dd82-3a56-4fcb-98c3-6327c0a780a3,varun kumar,"very worst app ,regarding the usage. Such types of platforms must be working atleast similar to other high volume apps like amzon.",1,worst app regarding usage type platform must working atleast similar high volume apps like amzon,15,96
615421c6-eaa8-4203-ac13-55af2723b636,nishant kumar,please try after sometimes tatkal time hmesa aisa hi hota application poora bekar hai,1,please try sometimes tatkal time hmesa aisa hi hota application poora bekar hai,13,79
b1f5d35c-7cda-467d-924e-34bbb984513a,Biraju Nagaraju,verygood,5,verygood,1,8
c89520c1-7ce5-4e66-a73a-4fa436fd3c0b,Anita Sharma,"Excellent, Wonderful app experience and conveniently any one can book train tickets",5,excellent wonderful app experience conveniently one book train ticket,9,69
b5c1d5d6-41eb-41e2-a5d3-4492dc42e27d,gokul vinod,The app is logging out always during tatkal booking.,1,app logging always tatkal booking,5,33
c4a65f7c-98f8-455b-9f2f-f1d256a8a242,Nishant Kurundkar,it says change password to continue i forgot it and there's no option to reset .,1,say change password continue forgot there option reset,8,54
802f2a75-4ef6-4f6b-83ef-a1c240774d30,Nikhil Mishra,pls app crashes... a lot,1,pls app crash lot,4,17
c8d4ccc5-761f-43ac-bcf1-51b667b010bc,Furkan Ahmad,nice 👍👍👍👍👍👍👍👍,5,nice,1,4
35931a26-73f0-4af0-a7b6-600969ed1e30,Bhagavath Singh,very good,5,good,1,4
f2fa3b40-2aec-4880-8719-81c462df9aba,Manu Kumar,improve your network issue at a time of tatkal ticket,1,improve network issue time tatkal ticket,6,40
41736b86-9c85-423b-8e62-254153637871,Krishna Kanta Bhattacharya,Authentic and cost effective,5,authentic cost effective,3,24
02284de4-be1f-419e-81c9-7839b36313de,Vikas Soreng,sabse best aap hai,5,sabse best aap hai,4,18
2874c039-4f13-4913-b1c0-dab28462738d,GAUTAM YADAV,good application,4,good application,2,16
eac2194b-b0af-432f-b61d-e0b8fbeee251,ANIL SINGH,"i am unable to book tatkal ticket because i can't Authenticate Aadhaar with irctc account, i have raised concern many times to equery support, but they didn't solve my concern till now.",2,unable book tatkal ticket cant authenticate aadhaar irctc account raised concern many time equery support didnt solve concern till,19,130
29106634-6144-4cc2-b9fd-7668a8957713,Don varghese vg,most stupid application Which doesn't work .Lot of bugs .whoever build this stupid application should be questioned,1,stupid application doesnt work lot bug whoever build stupid application questioned,11,82
0d7ef296-1c1b-49d3-af4a-ffcd0d64a13d,Khan Nomaan,Very bad experience,1,bad experience,2,14
103517af-2f2d-433d-b6be-8fd6bfadbfa0,Soyab Mansuri,not ok my irctc id was cancelled as it was not updated & now they are not helping to solve this issue & activate the same id with same email I'd instead of I have to make new one with new mail ID. When I was travelling in Vande bharat they have not provided the complementary water bottles & when I have asked to railway staff they also didn't provide me that.,1,ok irctc id cancelled updated helping solve issue activate id email id instead make new one new mail id travelling vande bharat provided complementary water bottle asked railway staff also didnt provide,32,202
3e46d868-e964-46f1-9e90-df6a81fedafe,Malaikani Velsamy,👍,5,,0,0
4e01e9ad-3694-4f5f-b291-a9083700ee50,Tejas Janu,good app for training,4,good app training,3,17
9ebaf537-8459-410e-9067-6975d3e5ef9b,Akash pal,मै अपना न्यू अकाउंट बना रहा हु । पिछले 2 दिन से पर नहीं बन पा रहा है क्या करूं,1,,0,0
e3b83c38-6463-4efb-93e6-2866923e6d74,Tarun Venkat,good,5,good,1,4
017a8c24-aeec-4f44-83b7-f73e2749a5b8,SWARUP GHOSH,fantastic,5,fantastic,1,9
2993f92f-3651-427f-8422-f921707600fd,Ak Jha,satisfactory Sig,4,satisfactory sig,2,16
c848bd95-4867-4f91-865e-7896cb5f243c,A Google user,flagged my account without any reasons,1,flagged account without reason,4,30
e87f0fac-5659-404f-a820-b0ba31e6c0e6,Priyanshu Upadhyay,best irctc app really good work performance,5,best irctc app really good work performance,7,43
dc82af3e-4ef7-40f5-ad45-8a5f4dc8f111,RITIK INGOLE,good,5,good,1,4
d6abd2a0-7ba2-49c6-be83-af5f1d46e661,Bhavesh Katyare,"worst user interface and user experience, please make user friendly and easy to use.",1,worst user interface user experience please make user friendly easy use,11,71
7ac0f442-0c27-40aa-b310-6ccf103b9589,lyrics club,har 2 din bad update maagta hh ye app kon karta hh aise 🤔🤔🤔🤔,1,har din bad update maagta hh ye app kon karta hh aise,12,53
8babce9a-2bad-4089-b97c-41431b0956cb,Jitu,"brust app I have ever used Whenever I am trying to use it,it does not log in.. or Showing invalid , every time.",1,brust app ever used whenever trying use itit log showing invalid every time,13,75
60347aa5-700d-4783-9b06-6d5d02d02018,Hirendra Shukla,good,5,good,1,4
cd925262-a758-4578-b327-36e5b7f670e3,Surya C,very very wost app. Emergency Time is not Booking for every time,1,wost app emergency time booking every time,7,42
52925be6-9040-4854-94a4-5e27baa16502,Shine Fabrication,good for normal booking and worst for Tatkal. I never get a berth in Tatkal.,3,good normal booking worst tatkal never get berth tatkal,9,55
f749409f-61fd-404d-989c-0b77ed1a05ca,Parshuram Sawaiyan,This application is very helpful,5,application helpful,2,19
43a8a4a6-7d65-44db-953e-1cffb54ec3c2,abhi jit,bakwas app hai... paisa cut jata hai par ticket book nahi hoti...,2,bakwas app hai paisa cut jata hai par ticket book nahi hoti,12,59
2d86e520-7dba-44c5-b49e-dd68c98bd7ed,Jeet Mandal,seems like connection issue whats the new problem indian railway failure public online ticket system booking,1,seems like connection issue whats new problem indian railway failure public online ticket system booking,15,104
1a1f0cb8-fe87-43e5-9719-7632feea325d,ANAND KUSHWAHA,doesn't work properly,3,doesnt work properly,3,20
59dc3ded-ea70-43f6-b216-ee2df59e03da,Shailesh Kumar,good,5,good,1,4
be34a202-bc09-4b8a-9b79-ed4bea7deb7d,RAJESH KUMAR,nice,5,nice,1,4
9ed09777-839f-43c8-bda0-2065d604aac8,Sk Seraj,very nice 🙂,5,nice,1,4
afd69796-38cf-4619-b059-d016926ba628,U-DAY,Maine Mathura ke liye aane jane ke liye ticket Kari Thi Jo ki railway ki taraf se donon ticket cancel kar di gai uske bad refund Mera 15 din bad Tak nahin aaya jabardasti check Kari to payment dikha raha hai ki aapko Di jayegi Magar vah bhi payment kuchh cut car amount de rahe hain pura amount nahin de rahe hain,1,maine mathura ke liye aane jane ke liye ticket kari thi jo ki railway ki taraf se donon ticket cancel kar di gai uske bad refund mera din bad tak nahin aaya jabardasti check kari payment dikha raha hai ki aapko di jayegi magar vah bhi payment kuchh cut car amount de rahe hain pura amount nahin de rahe hain,60,307
a33cd630-e32a-489c-b0c3-e6e94edaee8c,Atul Kawale,ok,5,ok,1,2
baea3bd0-0405-4626-851a-100617a097b8,Subhash Bhuyan,It is a very good app. But I have a question why my tickets are not show in my booking folder? It is not suitable for Tatkal ticket booking.,5,good app question ticket show booking folder suitable tatkal ticket booking,11,75
7a2b9fa1-8595-46a9-af47-62739045903f,Reena Tewary,need 24 hr service,3,need hr service,3,15
3d83f1f5-5cba-45e2-8fca-7a946a6abf8c,Jivan lal,good,5,good,1,4
f24fdff6-9fe2-44f1-8904-c438aedc45d2,Ramkumar Nishad,nice aap,5,nice aap,2,8
683941d0-a378-4aeb-b8a3-756719fb2cc3,Sampurnanand singh,Its process is very simple and work excellently..,5,process simple work excellently,4,31
91cd0725-c038-4e0e-a892-3cf4f9eb2ab8,C P Mishra,IRCTC BAHUT HI GHATIYA APP HAI CHOR HAI SAB Govt of India ko badnaam kar rahe hai sab Modi ko bhi bhi badnaam kar rahe hai sab Mai 15 din se adhar authentication kar raha hu lekin ye otp hi nahi bhejate hai aur baad me bol deta hai apki limit samapt ho gayi hai kal try kariye Private app se kariye sab kuch ho jata hai isase kariye sab kuch fas jata hai apna app fasa kar govt ka nuksaan aur private ko fayada pahuchaya ja raha hai koi bhi cheej smoothly nahi hoti Hai,1,irctc bahut hi ghatiya app hai chor hai sab govt india ko badnaam kar rahe hai sab modi ko bhi bhi badnaam kar rahe hai sab mai din se adhar authentication kar raha hu lekin ye otp hi nahi bhejate hai aur baad bol deta hai apki limit samapt ho gayi hai kal try kariye private app se kariye sab kuch ho jata hai isase kariye sab kuch fa jata hai apna app fasa kar govt ka nuksaan aur private ko fayada pahuchaya ja raha hai koi bhi cheej smoothly nahi hoti hai,93,459
cbedfcd8-7ebb-4726-aa28-882c689543cf,Amit Rai,mobile se kabhi bhi tatkal ticket nahin nikalta hai 1 second ke andar tatkal ticket pura ful ho jata hai e wallet mein bhi Paisa bhar ke dekha fir bhi ticket confirm nahin ho raha hai abhi bhi Dalal ke Raj hai ticket per,1,mobile se kabhi bhi tatkal ticket nahin nikalta hai second ke andar tatkal ticket pura ful ho jata hai e wallet mein bhi paisa bhar ke dekha fir bhi ticket confirm nahin ho raha hai abhi bhi dalal ke raj hai ticket per,43,218
ace2721d-887a-4d4c-b602-fa18bebc46de,Jay Miyani,server is slow and sometimes it feels like why am I using this app,3,server slow sometimes feel like using app,7,41
00e40c81-cf74-4234-bb2a-7dc71693c758,Sirisonu Sirisonu,super,5,super,1,5
174711d9-23bf-4668-9103-fe10efe9d7d3,Niranjan . G,worst appa,1,worst appa,2,10
8031b9df-5b98-4fb0-95e0-3a27f96a3a41,BALAJI R B,Nowadays I find it very difficult to book tatkal train tickets.,1,nowadays find difficult book tatkal train ticket,7,48
a00dd88e-8f23-4163-9a06-d78e2675d9f1,Kanwaljeet Singh,indian railway is a total fraud they give upper berth to a 70 year old senior citizen even if we choose lower berth and there is no provision of refund if a senior citizen gets upper berth by default. shameless service no humanity totally money minded.,1,indian railway total fraud give upper berth year old senior citizen even choose lower berth provision refund senior citizen get upper berth default shameless service humanity totally money minded,29,195
cc694086-20ae-45f5-8f4f-30999f00dbcb,Binu Mohan,"Wonder who is doing QA before releasing features. In app, No food option for vande bharat from Other preferences works only when there is exactly 1 passenger. If there are more passengers, option gets selected but does not get applied. Works fine on Web platform.",2,wonder qa releasing feature app food option vande bharat preference work exactly passenger passenger option get selected get applied work fine web platform,23,155
344b1744-7903-4d0a-89f6-1550c636072e,Ameer Buhari,worst on tatkal time,1,worst tatkal time,3,17
c3ea3acf-760d-4302-a9e9-d6ca4eae6871,Qureshi Shabbir,"Na to dhang se login ho raha hai ,na to ticket booking ho pata hai ..band kar dijiye aisa useless application",2,na dhang se login ho raha hai na ticket booking ho pata hai band kar dijiye aisa useless application,19,100
36d7c2cb-8efb-4fe3-80ff-9d970e68ce60,Prasada Rao,Bad,2,bad,1,3
0f5385aa-9b15-419d-91c2-4cb563a01d68,Bhaskar Banerjee,"What a frustrating experience with this app, asking me to change the password, as soon as I click on get OTP and go to check the OTP in my email it reverts back to the old screen.",3,frustrating experience app asking change password soon click get otp go check otp email reverts back old screen,18,111
fd657d78-0434-49ad-8bf8-2c59662abf70,anjan krishna,ek number ki bakwas app h .. mostly transactions fail hoti h but amount ye cut kr lete h or ticket status fail hota h bakwas bekar wahiyat irritating frustrating stupid failed app,1,ek number ki bakwas app h mostly transaction fail hoti h amount ye cut kr lete h ticket status fail hota h bakwas bekar wahiyat irritating frustrating stupid failed app,30,168
c0272685-2959-444a-90f2-c88cb43b20a8,Abhishek Singh,"Third class app ticket is not booked even after making the payment in Tatkal and on top of that they deduct their extra charges in the refund. They get their father's money,& do not book the seat as well and on top of that they refund by deducting their extra in the payment. The money comes out to be negligible, that is why they deduct all the extra charges.",1,third class app ticket booked even making payment tatkal top deduct extra charge refund get father money book seat well top refund deducting extra payment money come negligible deduct extra charge,31,196
7b518467-5582-417c-b51d-b740de155681,Henry tigga,whenever I try to book tatkal ticket it shows 50 seats and when i pay it buffers too long after the amount gets deducted seats not available or i get a waiting ticket,1,whenever try book tatkal ticket show seat pay buffer long amount get deducted seat available get waiting ticket,18,111
49d52db3-5da0-464a-bfbe-4808c00886fe,R,While booking a tatkal ticket it shows an error in Booking for us and after completion it's opening.It seems IRCTC gambling with normal people.Only agents can book tickets at that time. What about normal people in india.so sad reality in our country,1,booking tatkal ticket show error booking u completion openingit seems irctc gambling normal peopleonly agent book ticket time normal people indiaso sad reality country,24,167
4c625f66-f846-4d86-9723-e0f5d5344e1d,Kamani Chaudhary,"You are nonsense IRCTC, you are just there to fool people.",1,nonsense irctc fool people,4,26
56516ba4-8552-487b-acd8-6c50bef3fe74,Chilukuri Sandeep,good,5,good,1,4
ed853dce-ef06-4a91-b337-30b4391b7f02,Manish Solanki,mera pesa refund kar do,1,mera pesa refund kar,4,20
cc85f3c6-d397-48fb-9a03-51470976cad6,Guguloth Dharma,good,5,good,1,4
f92807fe-0247-4a29-b0d7-66fd2638e28e,SUDHANSHU PANDEY,worst app by Indian government,1,worst app indian government,4,27
d6f946b7-d813-41a5-891c-4a1c452465a6,Nitish Gautam,"Poor service, server can't respond to payment confirmation.... keeps loading until all seats are vacant. if it's intentional ,i won't be surprised... No wonder why so many people are leaving india . these guys now want to do corruption in ticket reservation. Shameful",1,poor service server cant respond payment confirmation keep loading seat vacant intentional wont surprised wonder many people leaving india guy want corruption ticket reservation shameful,25,186
1bda174b-2d53-45e1-8c69-78669a442f3b,sulfikkar marhaba,always saying unable to process the request and again asking password.. worst app ever or supporting the agents only..,1,always saying unable process request asking password worst app ever supporting agent,12,84
c5150623-d6d5-491e-a99b-50a7636ea2f2,Nikhilesh Raikar,soo worst application at time of doing tatkal booking it's also just buffer and get log out ..,1,soo worst application time tatkal booking also buffer get log,10,61
530f6e23-66db-47bb-bf7c-782f1941ed97,K,Even the orgot password is not available. How to update it. Not user-friendly,5,even orgot password available update userfriendly,6,49
ede05500-aa4d-4e70-b6e6-7e54dcd6fb6a,Mukesh Prajapati,"Very disappointing experience. I booked tickets through the IRCTC app and my TDR was rejected without any fault from my side. The IRCTC server was not working, so I couldn’t cancel my ticket on time, and the TTE refused to give the GC certificate, which is Railway staff fault. Yet IRCTC denied my refund and kept my hard-earned money. This app is not reliable for booking, because even if the mistake is from their system or Railway staff, they still refuse the refund. No support, no resolution.",1,disappointing experience booked ticket irctc app tdr rejected without fault side irctc server working couldnt cancel ticket time tte refused give gc certificate railway staff fault yet irctc denied refund kept hardearned money app reliable booking even mistake system railway staff still refuse refund support resolution,46,320
f525d2c1-d27a-4da5-9fa0-9960baf95727,RDX Roxtarr yt,"very bad experience, slow processing",1,bad experience slow processing,4,30
a4cc77c8-db74-4765-b1d3-c1b155772867,HANUMAN SINGH INDA,good better best,5,good better best,3,16
d6955601-0a7c-437f-9a9c-6e561877d568,sree kumar,worst experience adds are dominating over menus worst app not user friendly no smooth journey,1,worst experience add dominating menu worst app user friendly smooth journey,11,75
35288c40-911b-43d9-bc79-5b8ab6e5d1f8,SANA SANA,create account error 😔,1,create account error,3,20
56877fb6-f86c-495f-8e1a-299169621874,Bipin Dubey,good,4,good,1,4
c5a6aeb1-9ac4-4f10-8a33-34137d961316,Pritam Singh,worst app for booking tatkal tickets,1,worst app booking tatkal ticket,5,31
f70ad117-7a8a-4ec9-9b56-0f808e1486ff,Prasanna Chandran,very good,5,good,1,4
554fc063-66b5-41da-b6a0-74fa1e695831,SACHIN KUMAR,nice,5,nice,1,4
5433729f-24be-4035-8462-2ca468712a16,Ranju Kumari,very good👍,5,good,1,4
284e5497-82e7-4aaf-875c-0bc8392aa75a,ORBIT ELECTRONICS,usesless app,1,usesless app,2,12
62e404da-7f24-42fb-bff8-7a09634319f2,Mohd Arsh,bekarr aap h,1,bekarr aap h,3,12
57b733cf-5d1b-4bbb-9eaa-57a16f8dbf03,Rinku Kumar,Glide glide glide this glide hearted me select the station crash 😡😡😡,1,glide glide glide glide hearted select station crash,8,52
f1130111-ad28-4802-8423-65830380af09,Shubham Gadakh,while Booking tatkal tickets are not getting refreshed and taking a long time for every activity including login. for normal use this is good.,1,booking tatkal ticket getting refreshed taking long time every activity including login normal use good,15,103
0248e8ec-89e0-4454-9e13-ea0fab8d3f69,Ajit Chauhan,worst,1,worst,1,5
329275b6-667d-4672-b231-9df985816a86,Ashok Sinh,Very good,5,good,1,4
f9df157b-e16b-4d11-b499-9392e0d94980,Mriganka Shekhar,This is very important application for us,5,important application u,3,23
55ce3be2-235b-4c6e-9893-fc55b1ab8421,Rajnish Kumar,nice,5,nice,1,4
11e0481b-b611-4c72-bc09-ee96f1d7c729,Manish Kumar Shukla,"The birth allotment system in IRCTC's online reservation is highly unsatisfactory. Ladies are not being allotted lower births, and seats are also not being provided near the designated ladies' seats.",1,birth allotment system irctcs online reservation highly unsatisfactory lady allotted lower birth seat also provided near designated lady seat,19,141
ab7e5c08-a3d1-4483-a621-d557bf66c491,Suaib Ansari,tatkal time baar baar lougt problem aarahi hai ralway ispe dhyan nhi deta,1,tatkal time baar baar lougt problem aarahi hai ralway ispe dhyan nhi deta,13,73
653d7729-46ad-47d3-9cf3-a64798839a14,Rohit Rocks (Alex),worst rail ticketing system in whole world owned by indian railway you guys failed tp provide even simple solution! forcefull password change and after changing password it says incorrect password but work in paytm and other platform with same latest password what company developing this worst app i dont understand?? they even know how to make login system??? it evey time says incorrect pass u cant recover ur ac if u lost access to mobile number what kind of service is this,1,worst rail ticketing system whole world owned indian railway guy failed tp provide even simple solution forcefull password change changing password say incorrect password work paytm platform latest password company developing worst app dont understand even know make login system evey time say incorrect pas u cant recover ur ac u lost access mobile number kind service,57,369
5b76f148-1bc4-433d-9286-aa3bb5013fa8,Arryan Khan,isse ghatiya app meine aj tak nahi dekha otp dal raha hun toh captcha galat bta Raha hai jab captcha dal raha hun toh otp galat bta Raha hai 😡😡,1,isse ghatiya app meine aj tak nahi dekha otp dal raha hun toh captcha galat bta raha hai jab captcha dal raha hun toh otp galat bta raha hai,29,140
c27e6c95-2cd0-4ff1-a41a-9847103bbb78,Suraj Kumar rai,nice,5,nice,1,4
bdf17bec-a895-4a55-9622-a78604019e83,Gopal Thakur,Excellent Services,5,excellent service,2,17
15a825ef-c9b6-4425-a642-7cc8d09001b7,nirav gala,still some problem while booking tatkal ticket first 4 min stuck with some features not able to book after 5 min ticket got waiting list. please 🙏 update this glitch all the time specially in season,4,still problem booking tatkal ticket first min stuck feature able book min ticket got waiting list please update glitch time specially season,22,140
8a7bff8b-ed1c-4cdc-9d75-1aa5c86ab10b,Abhishek Sharma,always useful 5⭐,5,always useful,2,13
8e05a5df-98f7-4c44-b73f-c161a115911f,mahommad Akief,terrible non responsive system,1,terrible non responsive system,4,30
df553c05-acce-4cd1-bdfe-a16e6fd68abb,all in one kings,very bad app,1,bad app,2,7
79009f7c-e823-4fe2-a153-2b9d3efbd6b6,swapnil saraf,"Worst service, too much lag, un identifying issues, multiple times not in service, needs a lot of maintenance.",1,worst service much lag un identifying issue multiple time service need lot maintenance,13,86
fb993977-7892-4746-991d-e2061833fd0a,BNS NR,change the login system interface if we forgot username and password how can we login by email ? change it to login with phone number and also change to create a few accounts on the same phone number worst user interface ever experienced just create a login interface like WhatsApp or Instagram such a worst app developer by the government and worst maintenance like the trains,1,change login system interface forgot username password login email change login phone number also change create account phone number worst user interface ever experienced create login interface like whatsapp instagram worst app developer government worst maintenance like train,38,277
ec3fefa5-094a-4340-aa2c-65ad9865a267,Binayak Acharya,"updated ticket like "" waiting to rac "" download option not available",2,updated ticket like waiting rac download option available,8,57
9eb68814-b7c4-40ca-ab30-95b9fca983a5,Ahmad Danish,bahot bekar service,1,bahot bekar service,3,19
eb0157b7-3e8d-41c6-bff5-acb5b11b0d70,Shubhakar Thakur,very nice and objective attitude,5,nice objective attitude,3,23
5b2c66e5-7402-45ca-aea3-6d649744483e,Simran,no good experience.,1,good experience,2,15
ad5ad888-fee4-4e09-8df5-bb7ecb24e4da,pranav rahul,"buggy app and absolutely frustrating to use. each command returns either error or some problem. I added money to wallet, it was deducted from my bank account still it shows failed transaction in the app and 0.00 rs in the ewallet. I know it is tough to maintain and design app on such a large scale but given how much money Indian gov. spends on it annually any student's major project from god engg. colg. still would be better in comparison. absolutely hate it",1,buggy app absolutely frustrating use command return either error problem added money wallet deducted bank account still show failed transaction app r ewallet know tough maintain design app large scale given much money indian gov spends annually student major project god engg colg still would better comparison absolutely hate,49,326
718a2f0b-9581-4f74-9ad4-b579e8246471,Sharp Main ID,worst booking app,2,worst booking app,3,17
e7296ada-91ec-41bf-bf50-6aad7eba33f9,amit kumar,is it possible to display when will the chart prepare when checking the pnr status.,5,possible display chart prepare checking pnr status,7,50
8a51cd0d-9b3a-448b-a803-ecfe01a56ff2,Ashu Bhanushali,thodasa paisa lagake app ko fix kardo bhaai . jab ticket book hi nhi honi toh kya hi faayda hai use karke full of bugs,1,thodasa paisa lagake app ko fix kardo bhaai jab ticket book hi nhi honi toh kya hi faayda hai use karke full bug,23,112
a6d25e02-727f-437e-9953-e6d8717707d9,Debasish Pradhan,nice,5,nice,1,4
a964d59a-a0a2-4479-afe7-ecf3aa1d45fc,prachi chaudhary,very slow,1,slow,1,4
1bf7187d-1c40-4bf8-bec3-a2844a7666a3,aditya mishra,must have application,5,must application,2,16
63592d15-07e6-46a7-a74f-a214bea51cdf,Laxmi Kumari,very bad.,1,bad,1,3
66e392ca-69fe-4521-8888-fe158c3db822,Gajanan Kadam,good,3,good,1,4
5d560e8c-6116-42aa-a1d1-c92d9e26df3e,Paylo,Don't veste time in indian train,1,dont veste time indian train,5,28
527ee795-83f5-4aec-a1cd-0b29a5f6e163,Mamta Sharma,Very good,5,good,1,4
9e55c466-141f-4696-98b9-9cff93debf7d,Sandeep Prajapat,we can't go below 1 star so I am giving 1star worst app ever I saw from India 🇮🇳 🫡,1,cant go star giving star worst app ever saw india,10,49
3d8391e4-1565-4af5-aea5-33759d91c696,Ajay kumar,good,4,good,1,4
de5dbf8b-b51e-47e9-95b0-1cda9e1b6824,Sree Raj,waste app. registration is not working,1,waste app registration working,4,30
02b20f81-f120-4a66-9e3e-0a501b328066,Sushil Kumar,Nice App,5,nice app,2,8
27807eaf-45e8-4a8f-83af-7873ff3f08b9,gopi vishwakarma,while booking tatkal ticket i gets logged out automatically and after logging in again and making the payment it's stuck on processing payment and shows connectivity issue or some kind of error and some times site is not reachable. what's the problem going on from last 1 month,1,booking tatkal ticket get logged automatically logging making payment stuck processing payment show connectivity issue kind error time site reachable whats problem going last month,25,180
743fdfc9-2112-40bc-ba79-ed26319b76ee,Chandu R,Unable to login after update,1,unable login update,3,19
12e6a4e7-21f6-4785-9964-8f29bc4777d3,Bidhan RoY,full of s__t app when I submit my MPIN verification page come but no login.,1,full st app submit mpin verification page come login,9,52
