reviewId,userName,review,score,clean_text,textblob_polarity,vader_compound,sentiment
329275b6-667d-4672-b231-9df985816a86,Ashok Sinh,Very good,5,good,0.7,0.4404,Positive
f9df157b-e16b-4d11-b499-9392e0d94980,Mriganka Shekhar,This is very important application for us,5,important application u,0.4,0.2023,Positive
55ce3be2-235b-4c6e-9893-fc55b1ab8421,Rajnish Kumar,nice,5,nice,0.6,0.4215,Positive
11e0481b-b611-4c72-bc09-ee96f1d7c729,Manish Kumar Shukla,"The birth allotment system in IRCTC's online reservation is highly unsatisfactory. Ladies are not being allotted lower births, and seats are also not being provided near the designated ladies' seats.",1,birth allotment system irctcs online reservation highly unsatisfactory lady allotted lower birth seat also provided near designated lady seat,0.13,-0.296,Negative
ab7e5c08-a3d1-4483-a621-d557bf66c491,Suaib Ansari,tatkal time baar baar lougt problem aarahi hai ralway ispe dhyan nhi deta,1,tatkal time baar baar lougt problem aarahi hai ralway ispe dhyan nhi deta,0.0,-0.4019,Negative
653d7729-46ad-47d3-9cf3-a64798839a14,Rohit Rocks (Alex),worst rail ticketing system in whole world owned by indian railway you guys failed tp provide even simple solution! forcefull password change and after changing password it says incorrect password but work in paytm and other platform with same latest password what company developing this worst app i dont understand?? they even know how to make login system??? it evey time says incorrect pass u cant recover ur ac if u lost access to mobile number what kind of service is this,1,worst rail ticketing system whole world owned indian railway guy failed tp provide even simple solution forcefull password change changing password say incorrect password work paytm platform latest password company developing worst app dont understand even know make login system evey time say incorrect pas u cant recover ur ac u lost access mobile number kind service,-0.17142857142857146,-0.8316,Negative
c27e6c95-2cd0-4ff1-a41a-9847103bbb78,Suraj Kumar rai,nice,5,nice,0.6,0.4215,Positive
bdf17bec-a895-4a55-9622-a78604019e83,Gopal Thakur,Excellent Services,5,excellent service,1.0,0.5719,Positive
15a825ef-c9b6-4425-a642-7cc8d09001b7,nirav gala,still some problem while booking tatkal ticket first 4 min stuck with some features not able to book after 5 min ticket got waiting list. please 🙏 update this glitch all the time specially in season,4,still problem booking tatkal ticket first min stuck feature able book min ticket got waiting list please update glitch time specially season,0.36904761904761907,-0.34,Negative
8a7bff8b-ed1c-4cdc-9d75-1aa5c86ab10b,Abhishek Sharma,always useful 5⭐,5,always useful,0.3,0.4404,Positive
8e05a5df-98f7-4c44-b73f-c161a115911f,mahommad Akief,terrible non responsive system,1,terrible non responsive system,-1.0,-0.1531,Negative
df553c05-acce-4cd1-bdfe-a16e6fd68abb,all in one kings,very bad app,1,bad app,-0.6999999999999998,-0.5423,Negative
79009f7c-e823-4fe2-a153-2b9d3efbd6b6,swapnil saraf,"Worst service, too much lag, un identifying issues, multiple times not in service, needs a lot of maintenance.",1,worst service much lag un identifying issue multiple time service need lot maintenance,-0.26666666666666666,-0.7579,Negative
fb993977-7892-4746-991d-e2061833fd0a,BNS NR,change the login system interface if we forgot username and password how can we login by email ? change it to login with phone number and also change to create a few accounts on the same phone number worst user interface ever experienced just create a login interface like WhatsApp or Instagram such a worst app developer by the government and worst maintenance like the trains,1,change login system interface forgot username password login email change login phone number also change create account phone number worst user interface ever experienced create login interface like whatsapp instagram worst app developer government worst maintenance like train,-0.55,-0.6705,Negative
ec3fefa5-094a-4340-aa2c-65ad9865a267,Binayak Acharya,"updated ticket like "" waiting to rac "" download option not available",2,updated ticket like waiting rac download option available,0.4,0.3612,Positive
eb0157b7-3e8d-41c6-bff5-acb5b11b0d70,Shubhakar Thakur,very nice and objective attitude,5,nice objective attitude,0.3,0.4215,Positive
5b2c66e5-7402-45ca-aea3-6d649744483e,Simran,no good experience.,1,good experience,0.7,0.4404,Positive
ad5ad888-fee4-4e09-8df5-bb7ecb24e4da,pranav rahul,"buggy app and absolutely frustrating to use. each command returns either error or some problem. I added money to wallet, it was deducted from my bank account still it shows failed transaction in the app and 0.00 rs in the ewallet. I know it is tough to maintain and design app on such a large scale but given how much money Indian gov. spends on it annually any student's major project from god engg. colg. still would be better in comparison. absolutely hate it",1,buggy app absolutely frustrating use command return either error problem added money wallet deducted bank account still show failed transaction app r ewallet know tough maintain design app large scale given much money indian gov spends annually student major project god engg colg still would better comparison absolutely hate,-0.13901289682539686,-0.9023,Negative
718a2f0b-9581-4f74-9ad4-b579e8246471,Sharp Main ID,worst booking app,2,worst booking app,-1.0,-0.6249,Negative
a6d25e02-727f-437e-9953-e6d8717707d9,Debasish Pradhan,nice,5,nice,0.6,0.4215,Positive
63592d15-07e6-46a7-a74f-a214bea51cdf,Laxmi Kumari,very bad.,1,bad,-0.6999999999999998,-0.5423,Negative
66e392ca-69fe-4521-8888-fe158c3db822,Gajanan Kadam,good,3,good,0.7,0.4404,Positive
527ee795-83f5-4aec-a1cd-0b29a5f6e163,Mamta Sharma,Very good,5,good,0.7,0.4404,Positive
9e55c466-141f-4696-98b9-9cff93debf7d,Sandeep Prajapat,we can't go below 1 star so I am giving 1star worst app ever I saw from India 🇮🇳 🫡,1,cant go star giving star worst app ever saw india,-1.0,-0.7299,Negative
3d8391e4-1565-4af5-aea5-33759d91c696,Ajay kumar,good,4,good,0.7,0.4404,Positive
de5dbf8b-b51e-47e9-95b0-1cda9e1b6824,Sree Raj,waste app. registration is not working,1,waste app registration working,-0.2,-0.4215,Negative
02b20f81-f120-4a66-9e3e-0a501b328066,Sushil Kumar,Nice App,5,nice app,0.6,0.4215,Positive
27807eaf-45e8-4a8f-83af-7873ff3f08b9,gopi vishwakarma,while booking tatkal ticket i gets logged out automatically and after logging in again and making the payment it's stuck on processing payment and shows connectivity issue or some kind of error and some times site is not reachable. what's the problem going on from last 1 month,1,booking tatkal ticket get logged automatically logging making payment stuck processing payment show connectivity issue kind error time site reachable whats problem going last month,0.3,-0.4588,Negative
e674c9f0-a4bd-41fa-a908-8ba0d6be1744,Sandeepan Jana,no tatkal booking past 7 days... showing connection error and irctc doeasn't have any intension to fix it.,1,tatkal booking past day showing connection error irctc doeasnt intension fix,-0.25,-0.4019,Negative
1d7b7cc5-e4dc-4f32-86f2-e9f683fbaff3,pankaj Kushwaha,good,5,good,0.7,0.4404,Positive
290b5b64-27ba-4859-9e24-5e71e0ad74b9,Muthu,Good for future,5,good future,0.35,0.4404,Positive
3ce1e25c-b522-41d9-85b2-960083c7cbbb,Drusti G B,"For the past two times, I haven’t been able to book a Tatkal ticket. Before 11 a.m., the IRCTC portal works fine, but as soon as the clock strikes 11, I get an error on the ‘Select Passenger’ page.",2,past two time havent able book tatkal ticket irctc portal work fine soon clock strike get error select passenger page,0.22222222222222224,-0.34,Negative
1ee39f64-b638-470d-88ca-a636eefb2e4a,TAPAS JANA,wow,5,wow,0.1,0.5859,Positive
c96b860b-6fea-4472-afec-c0504ae77e57,Ratibhan Singh,very good,5,good,0.7,0.4404,Positive
bf51ef48-9ecb-48d6-99bc-5c1f1f33474f,Ashwani Yadav,good,5,good,0.7,0.4404,Positive
4f952bb9-f4e5-44f5-8241-469c886a3b27,Taufik Alam,Good 👍,5,good,0.7,0.4404,Positive
495553e2-ff5f-4a9f-b6ae-46d9e25a767a,jineesh mathew,they not give back ato cancelled ticket money,1,give back ato cancelled ticket money,0.0,-0.25,Negative
39e9ff43-2412-48da-b302-7e755a2ad11a,Israt Alli,good,5,good,0.7,0.4404,Positive
b407fd84-7ac4-49c6-a79c-d7487d1f79bd,Ravindra Somaiya,For updates Etc very good. But for Bookings it is very time consuming and cumbersome. GoodDay&BestWishes,4,update etc good booking time consuming cumbersome gooddaybestwishes,0.7,0.4404,Positive
d3a81a7e-a58f-4a11-96dc-7fabf3413522,Pk carrier education,ok,5,ok,0.5,0.296,Positive
6d406fbd-84fc-49e9-b370-5538b4a1b8d4,ANANT CHAUHAN,very bad experience,1,bad experience,-0.6999999999999998,-0.5423,Negative
2a5a8ec6-6676-4073-9051-c551f9445531,Er Parasar,update like confirm ticket app,3,update like confirm ticket app,0.0,0.3612,Positive
a1366cb2-552d-480f-b340-206f4a5d15f1,Faizan Qureshi,good,5,good,0.7,0.4404,Positive
5afe8df8-19da-451c-97f1-cbb2bb39aa99,Jitendra Veeranki,when I am booking the tatkal ticket in the app automatically logging out after reaching payment page. For that reason I am unable to book the tatkal ticket. this is happening every time since starting of November month. Could you please looking on it.,1,booking tatkal ticket app automatically logging reaching payment page reason unable book tatkal ticket happening every time since starting november month could please looking,-0.25,0.4767,Positive
90282417-e761-410d-941e-edcaf86a682a,jagdish dewasi kodka,super,5,super,0.3333333333333333,0.5994,Positive
b9937efd-c5a8-4862-bbbf-4bb9c8b3ae70,Leayu Hakon,"All these are useless and cheap apps, whenever you go to book a ticket, it will either show toll lag or internet problem or will keep making you run around in circles or will show captsa, one ticket is less and time is also less and they give less tickets and you are not able to book the ticket even after depositing the fee, for those who deployed Indian Railway irct apps On behalf of myself and the public, I request that those who are unable to book tickets after depositing the fee on the IRCTC",1,useless cheap apps whenever go book ticket either show toll lag internet problem keep making run around circle show captsa one ticket less time also less give less ticket able book ticket even depositing fee deployed indian railway irct apps behalf public request unable book ticket depositing fee irctc,-0.07499999999999998,-0.7845,Negative
a129336b-bb7a-46f6-8a72-78b3146521dc,Mohith Sagar,trash app bad interference app crashes everytime I try to book tatkal,1,trash app bad interference app crash everytime try book tatkal,-0.6999999999999998,-0.7351,Negative
